1.2334000000e+00,1.0000000000e+00,-1.9610126296e+00,1.0622677813e+00,-5.0834357636e-01,1.2402074330e+00,-1.6457541482e+00,1.0741957149e+00,-3.3164943331e-01,1.3681836702e+00
1.2334000000e+00,1.0000000000e-01,-2.0154943824e-01,1.6058459237e+00,9.6478985957e-02,2.6564250620e-01,2.2249899639e-02,4.4880205108e+00,1.2204611458e-01,5.0629224816e-04
1.2334000000e+00,1.0000000000e-02,9.1956852656e-02,3.2788261075e-01,1.2184916876e-01,2.1234188845e-03,1.1214334846e-01,8.8855534048e-02,1.2210789939e-01,5.0678817365e-08
1.2334000000e+00,1.0000000000e-03,1.1911599814e-01,2.5117595356e-02,1.2210531797e-01,2.1191651697e-05,1.2111146519e-01,8.2274653959e-03,1.2210790558e-01,5.9461324753e-12
1.2334000000e+00,1.0000000000e-04,1.2180894764e-01,2.4543184443e-03,1.2210787971e-01,2.1191181143e-07,1.2200826156e-01,8.1669896962e-04,1.2210790558e-01,1.9337864643e-12
1.2334000000e+00,1.0000000000e-05,1.2207801212e-01,2.4487178403e-04,1.2210790533e-01,2.0968369263e-09,1.2209794119e-01,8.1609851213e-05,1.2210790559e-01,2.4663937559e-11
1.2334000000e+00,1.0000000000e-06,1.2210491629e-01,2.4481347083e-05,1.2210790556e-01,1.4202528043e-10,1.2210690921e-01,8.1598043762e-06,1.2210790556e-01,1.4202528043e-10
1.2334000000e+00,1.0000000000e-07,1.2210760736e-01,2.4422986684e-06,1.2210790545e-01,1.0512402060e-09,1.2210780720e-01,8.0570689698e-07,1.2210790619e-01,5.0101910398e-09
1.2334000000e+00,1.0000000000e-08,1.2210787936e-01,2.1471674017e-07,1.2210790712e-01,1.2586980125e-08,1.2210790897e-01,2.7740557740e-08,1.2210789972e-01,4.8027335220e-08
1.2334000000e+00,1.0000000000e-09,1.2210799039e-01,6.9449752127e-07,1.2210793487e-01,2.3989059716e-07,1.2210813842e-01,1.9067806313e-06,1.2210800889e-01,8.4603307071e-07
1.2334000000e+00,1.0000000000e-10,1.2210787936e-01,2.1471674039e-07,1.2210787936e-01,2.1471674039e-07,1.2210935966e-01,1.1908004140e-05,1.2210787936e-01,2.1471674039e-07
1.2334000000e+00,1.0000000000e-11,1.2211343048e-01,4.5243971082e-05,1.2210787936e-01,2.1471674017e-07,1.2212823345e-01,1.6644693536e-04,1.2211528085e-01,6.0395948596e-05
1.2334000000e+00,1.0000000000e-12,1.2212453271e-01,1.3614894890e-04,1.2206902156e-01,3.1854129714e-04,1.2212453271e-01,1.3614894890e-04,1.2214303643e-01,2.8762052155e-04
1.2334000000e+00,1.0000000000e-13,1.2212453271e-01,1.3614894890e-04,1.2156942120e-01,4.4294394121e-03,1.2212453271e-01,1.3614894890e-04,1.2230956988e-01,1.6488022788e-03
1.2334000000e+00,1.0000000000e-14,1.2212453271e-01,1.3614894890e-04,1.2212453271e-01,1.3614894890e-04,1.3692750637e-01,1.0822953825e-01,1.2212453271e-01,1.3614894890e-04
1.2334000000e+00,1.0000000000e-15,2.2204460493e-01,4.5007488192e-01,1.6653345369e-01,2.6676650923e-01,2.2204460493e-01,4.5007488192e-01,9.2518585385e-02,3.1982028339e-01
1.2334000000e+00,1.0000000000e-16,0.0000000000e+00,inf,0.0000000000e+00,inf,0.0000000000e+00,inf,0.0000000000e+00,inf
